	A01	A02	A08	A09	A107	A11	A13	A16	B03	B13	DC05	DC13	DC16	DC23	DC25	DC26	DC27	H01	H02	H03	H04	H11	H12	H13	H16	H19	H22	H23	H24	H27	H28	H31	H32	H34	H46	H47	H48	H49	H50	H54	H60	H63	H65	H69	H73	NC150	NC151	NC152	NC159	NC173	NC183	NC185	NC201	NC210	NC307	NC308	NC317	NC318	NC326	NCF004	NCF026	NCF041	NCF044	NCF051	NCF055	NCF106	NCF168	NCF171	NN0897	QM01	QM03	QM04	QM07	S02	S05	S08	S11	SK02	SK03	SK08	SK11	SK12	SK14	SK20	SK22	SK27	SK43	SK44	SK51	SK54	SK56
A01_opera_contig_39	5.309978423602048	20.513964738089						0.9518683561068384						0.0943460714358075			0.7901026033723483									0.6206650080792051											0.2846658641765465																														0.4283618490205032																								
A01_opera_contig_40	0.0974559937674681							0.0126948226958914						0.0			0.0027709445020094				0.0							0.0102143289438474			0.0						0.0079169288797219																										0.0012946018446088	0.0																							0.0				
A01_opera_contig_41	0.1141056480386022							0.0078763409624096																																																				0.0713102897513501																													0.0056541228765072		
A01_opera_contig_46	3.287886535989778							0.9804781871412044																																																																																			
A01_opera_contig_48	0.2951092847240845							0.0502220328861094																																																																																			
A01_opera_contig_56	0.1498325066958662							0.0147749279508549																																																																																			
A01_opera_contig_57	0.0199021817283002							0.0																				0.0																																			0.010707383992885																							0.0					
A01_opera_contig_59	10.598398049887836			48.65903070039119				2.0260516762762677																				4.738285790551024																																																															
A01_opera_contig_71	0.9993846657211012				0.0			0.1161708402515294																0.0012989936409577			0.0013442320060958			0.5585259187925143				0.6574777987208965			0.0623637827178301																						0.055727314199032	0.0				0.020644733506072							0.0	0.4002739478060441										0.0074266523402674				0.4138717188815243	0.0		0.0025659873072224	0.072369679867479	0.0025479545579429
A01_opera_contig_87	0.7703387837931988			0.0024057828481097	0.0074259357587814			0.1041897865966128	0.0							0.0					0.0033981990470546					0.0049056878910413		0.0024512197245646						0.004809211492713					0.0										0.0								0.0		0.0	0.0	0.0012346957678465		0.0	0.0011592141007211	0.0037103069636661		0.0				0.0040634661519216			0.0						0.0				0.0		0.001215585987836	0.0023990841542399		0.0012246946020105		
A01_opera_contig_120	14.91776614271683	3.106823761536107						1.9031994858614565																			0.4164865866354811																												29.277302199055114					0.6580023631000436					0.960885107390705																								3.9236181685208593		
A04_contig-120_0																							0.0068484989584779											0.0998256589480052									0.3672290328749807						0.003617535830457				2.346783394922198						0.0					0.212093004867528	0.0013232904131281				0.7803972694509208			0.6413891538594548	19.234509386280838		0.0032601840298536			0.3987002743538465													
A04_contig-120_1																																						0.0073219610055388																																																					
A04_contig-120_3																																																																					1.303047197933084																						
A04_contig-120_5					0.4690756834006024			0.4968791716958307																																															0.3551139648158802																			0.0338394181462867							0.8481507620905941										
A04_contig-120_6													0.3057146640736001	0.1992146201961034			0.132552475742146					0.2512465213557529																																																						0.2569671705775952			0.0876508892497081						0.1906518312912145						
A04_contig-120_7																																																																																											
A04_contig-120_8												0.2424065395394744					1.2330431607514234							1.1217671719275335																																		0.7989706186289763													0.6961057408668998											3.0626427200850923									
A04_contig-120_10								0.3203554840171091																																																																								0.0953156517739391		0.0703369384268537									
A04_contig-120_12								0.0																																																																																			
A04_contig-120_15	0.0	0.0						0.0	0.0		0.0	0.0		0.0			0.0			0.0		0.0					0.0																0.0			0.0	0.0		0.0	0.0				0.0			0.0			0.0		0.0	0.0	0.0	0.0		0.0		0.0			0.0		0.0	0.0			0.0		0.0		0.0			0.0	0.0	0.0		0.0	0.0	
A04_contig-120_16						0.0562188232611432																	0.1010318531770602															0.0432723168408821				0.0471435810182152																			0.1692191031662088													0.069601344642706												0.0539690287140494	0.015050811758618	0.0399114396989991		0.1525607408415087	
A04_contig-120_19	0.0	0.001180236744957			0.0024402278716832	0.0048870102433238	0.0	0.001201322147732	0.0056512753409172		0.0049061835341517	0.0		0.0	0.0	0.0565176999009158	0.0	0.0034574646447048				0.0320203313271245				0.0084632742228542			0.0079740388956782		0.0	0.0012231226695877	0.0			0.0304679846552659					0.0			0.0011698567383925		0.0	0.0			0.0				0.0			0.0023725657122217									0.0	0.0			0.0013450064702339	0.0106823260331441	0.0020434179008617	0.0075778614096467	0.0058753213402492	0.0346596276755699				0.0081333379303176	0.0202730081038862					0.0460398642548286	0.0011983567745401		0.0645459673488018		0.0017314088956686	
A04_contig-120_22				0.0610990112475507																												0.0572323066816638		0.0149557020526941												0.0160504254050067	0.0275616409112793						0.0337869611655429					0.0479818076736322	0.0674764829437002	0.0256180706204764																		0.124743550821148			0.0362499446808172										
A04_contig-120_24																																																																																							0.4465067044367363				
A04_contig-120_25																												0.0																																																															
A04_contig-120_26			0.0							0.0		0.0		0.0		0.0	0.0	0.0													0.0			0.0	0.0			0.0										0.0			0.0		0.0						0.0		0.0			0.0																											
A04_contig-120_27							0.1997912801886064									0.0271806744374591																											0.0181111963422387																							0.3519736527907617										0.0846377524172611						3.2022928312346344				0.0629626981562239					
A04_contig-120_28																									0.0																																																0.0028940751595334																		0.0151092363698017
A04_contig-120_29					0.0				0.0233375047600622	0.0084157689132224	0.0035174607437046			0.0094552895121819			0.0127836553417349															0.014030574910415				0.0082235672715462		0.0035704801275468	0.1062507246490233												0.0027980793160351									0.0111789403212814		0.0172078716316654	0.0		0.0027972062103029	0.0094443699712638																		0.0533692143658753				0.0233814916844076			
A04_contig-120_30	0.0136255976313594			0.1241749837696426			0.0069086583730234	0.0330663684032207		0.0160964077676378	0.0		0.0388434366886507			0.0156632808382261	0.036872086895715	0.0303429886109616			0.1633714099242874										0.0778968877823006	0.0182969713787907	0.0203689043873918	0.0524825875934746	0.0202523274663868		0.0156901399252923	0.0014899796621453		0.0243914331295214		0.7782947050899259		0.0609005364349148	0.1406622153140415			0.1587841480024491		0.0226645570980014			0.0								0.0240349672112869		0.0087966942296011	0.0013676132051635		0.0323740114928817			0.0271449802350964		0.1206485130258356		0.6718407674091512	0.0070312219094082		0.0101763525332929	0.0297121390775089						0.5583679326526068			0.1441290012933563			0.0599619199954897	0.1111996565789753	
A04_contig-120_31										0.19695995571389			0.495258227557771									0.3684161192822613													0.3811797540542946																										0.146502496314605																												0.6282559177097351		
A04_contig-120_34		0.0			0.0							0.0																			0.0044911847166977																																												0.0																
A04_contig-120_36																																																																																											
A04_contig-120_38					0.0	0.0				0.0					0.0		0.0																																																								0.0		0.0																
A04_contig-120_39																																																																		1.5617655075964212							0.5547234446506623																		
A04_contig-120_40					0.0	0.0									0.0	0.0		0.0	0.0776449805267132				0.0		0.0	0.0	0.0				0.0		0.0	0.0		0.0045847613954766		0.0		0.0008409465251256					0.0915103904854813			0.0				0.0		0.0		0.0	0.0	0.0	0.0070605769248533	0.0		0.0	0.0				0.0			0.0			0.0			0.0	0.0	0.0				0.0					0.0		0.003088518346825		
A04_contig-120_42										0.0049920343233049																								0.0766173545551444																									0.0037561027589489	0.0513908855233781						0.0656254908861147																									
A04_contig-120_91																																		0.3478800975339098																									0.1447751985519584																																
A04_contig-120_93																																																																																											
A04_contig-120_98		1.3630207397955338	6.962637083648643								27.61948813473755			0.986360494224376	46.43806051289372			39.18245856454234					3.5484224372123285																										4.846531940123497								47.843474469187775				8.156119958107903	0.7986021996752594	0.9284304090776444						7.241864908742675			12.131926158918777											3.736029341383015		122.71409619605808						
A04_contig-120_106																																																																																											
A04_contig-120_113												0.0	0.0031777737375989														0.0											0.0526586124714326															2.743826950788067			9.785169782758452	0.0972116280461237	12.249117219493076			0.1608787497363625	0.0			0.0322297773533764	0.0279820983283787			0.0016655440272346											0.026795166923452										0.0457686300271321	
A04_contig-120_419																																																																															0.0												
A04_contig-120_436																																																																																											
A06_contig-120_11																																																																																											
A06_contig-120_12					0.0								0.0					0.0						0.0	0.0	0.0	0.0			0.0							0.0			0.0					0.0	0.0	0.0	0.0												0.0				0.0	0.0	0.0	0.0	0.0								0.0	0.0			0.0		0.0	0.0			0.0					0.0
A06_contig-120_13					0.5909284137923712			0.2991045925023047											0.1112188106045811																																																						4.409597548584116	0.0051690268311414														0.3865477465366267			
A06_contig-120_14	0.1652133585631574	1.3154508813768306		0.002111339389859				0.114431196058349					0.0706317252208696																		0.1055051224708347							0.0482138256400148																															2.2088424312337693																	0.1125485154152555					
A06_contig-120_15								0.2378320258119219						0.0610517300998816			0.0401141656574552																							1.3258868739859857																																	1.2234820792916037					0.1386243423971441							0.0554202785732398				0.0803985366072226		
A06_contig-120_16								0.3354930633219469																																																																																			
A06_contig-120_17																																																																																											
A06_contig-120_32		0.1115724692203553	0.021014856748376		0.0388944690386291	0.0268597963394729	0.024113907791396		0.030439114144324	0.0282257737829543	0.2851567344826428		0.1440358708144797	0.0278788901414335	0.4710551721583058	0.1033254778500042	0.0302649131940721	0.0177359309976744					0.0773092163528609	0.1760238550076917	0.1079577930874371	0.0624636980871686				0.0179424054890935	0.0256500443001363			0.0273604408960853	0.0100165902929807	0.1523529959007036	0.1365686070757475	0.0041057440926503				0.0217951826898985	0.1334064923011864			0.1871498294697959	0.2239529244582153		0.0078510798200762	0.0650560274005064	0.012065811752401		0.0889320813373835	0.0986968358966045			0.030644008780311		0.0333733961818646	0.0187466079389303	0.1050314903710578	0.0408943066109423	0.9702697968076046		0.0140723878941541		0.0449447985075742	1.2515000010356805	0.5402215606619291				0.1353597318313854		0.0088897621238216	0.0547479978850552	0.9974969629704556	0.0116781160849491					0.0167101830262234	0.5170297084306562	0.902408771925462	0.289141294907551		0.0541468226184569		0.3254507049680824	
A06_contig-120_33		0.0103889668818635				0.0873795608725378		0.5174930165188236	0.0242507021547779					0.0055812214883623	0.0605857325261899		0.007934263305872	0.0367745810827579	0.006197342060711						0.1304431393246456	0.0259410904178232	0.0222695377863795		0.0190100690713511						0.0264982614071158			0.0130142159458269							0.0042172072386516					0.0039071723755843	0.022813227883013		0.0422997624112308	0.0155989248272656									0.0087618470066654			0.0478833434775164		0.0467578899612237	0.0180249654101903						0.0012712058463332		0.06078242146029	0.0987114774750329				0.0794603588270167	0.0122232090994468	0.0224743556924544		0.0356010775175886		0.2591617097498018	0.0531375453032156	0.0279411521010736	
A06_contig-120_38																			1.002540880570732																								1.3279101786448544																																																
A06_contig-120_41																																									0.1150334423549267																																																		
A06_contig-120_42																																																																																											
A06_contig-120_47							0.9781996178327128													0.2220428574300091																																													0.2894449582869904		1.8152594042198895																			1.0913972459569528					
A06_contig-120_49							0.0447629403907476																																																																																				
A06_contig-120_55																																																0.167382838042337																																											
A06_contig-120_58																																																																																											
A06_contig-120_66																																																																																											
A06_contig-120_99																		0.6650461142314398												0.5966714445121493																				0.3890709124797596																												0.9618784527584268													
A08_contig-120_3			0.0								0.0																				0.0	0.0		0.0		0.0						0.0				0.0	0.0												0.0													0.0		0.0							0.0									0.0	
A08_contig-120_5			0.0558484345397036	0.0					0.0032074608768805												0.0029708737068841							0.0		0.0027792483761084		0.0				0.0										0.0	0.0	0.0152270806729542	0.0											0.0					0.0034599828125246		0.0															0.0				0.0021254508048014	0.0				
A08_contig-120_11	0.0	0.0	0.0		0.0	0.0	0.0							0.0			0.0			0.0				0.0		0.0	0.0				0.0	0.0		0.0		0.0		0.0								0.0	0.0					0.0					0.0		0.0	0.0															0.0							0.0				0.0		0.0		0.0	
A08_contig-120_13		0.0	0.2583777851237666															0.0																															0.0031557581146879																																										
A08_contig-120_25			0.0805059471926915						0.0			0.0									0.0	0.0													0.0																																				0.0																				
A08_contig-120_30			0.0159635929470875																																																																	0.0																							
